total_events_means,total_events_sd,cells_pct_total_means,cells_pct_total_sd,cells_count_means,cells_count_sd,cells_pct_viable_cells_means,cells_pct_viable_cells_sd,cells_count_viable_means,cells_count_viable_sd,cells_pct_viable_sample_means,cells_pct_viable_sample_sd,est_total_viable_cells_means,est_total_viable_cells_sd
75751.625,61115.4644889199,32.45,12.746203916684932,28498,27994.73621951098,61.675,3.3014066266192814,17172.625,16764.949737366605,19.7525,7.334676446267318,171726.25,167649.49737366603
